pascal-5i/mvtec/JPEGImages/0.jpg,"[(350, 284, 421, 536)]",900,900
pascal-5i/mvtec/JPEGImages/1.jpg,"[(129, 388, 611, 376)]",900,900
pascal-5i/mvtec/JPEGImages/2.jpg,"[(131, 148, 654, 476)]",900,900
pascal-5i/mvtec/JPEGImages/3.jpg,"[(32, 44, 668, 818)]",900,900
pascal-5i/mvtec/JPEGImages/4.jpg,"[(140, 175, 308, 329)]",900,900
pascal-5i/mvtec/JPEGImages/5.jpg,"[(533, 186, 208, 420)]",900,900
pascal-5i/mvtec/JPEGImages/6.jpg,"[(93, 60, 557, 570)]",900,900
pascal-5i/mvtec/JPEGImages/7.jpg,"[(119, 234, 654, 564)]",900,900
pascal-5i/mvtec/JPEGImages/8.jpg,"[(181, 322, 591, 477)]",900,900
pascal-5i/mvtec/JPEGImages/9.jpg,"[(307, 128, 477, 450)]",900,900
pascal-5i/mvtec/JPEGImages/10.jpg,"[(134, 148, 388, 596)]",900,900
pascal-5i/mvtec/JPEGImages/11.jpg,"[(184, 429, 559, 335)]",900,900
pascal-5i/mvtec/JPEGImages/12.jpg,"[(406, 156, 376, 494)]",900,900
pascal-5i/mvtec/JPEGImages/13.jpg,"[(233, 130, 525, 606)]",900,900
pascal-5i/mvtec/JPEGImages/14.jpg,"[(151, 354, 307, 378)]",900,900
pascal-5i/mvtec/JPEGImages/15.jpg,"[(438, 208, 334, 561)]",900,900
pascal-5i/mvtec/JPEGImages/16.jpg,"[(186, 153, 590, 608)]",900,900
pascal-5i/mvtec/JPEGImages/17.jpg,"[(131, 123, 584, 582)]",900,900
pascal-5i/mvtec/JPEGImages/18.jpg,"[(128, 172, 473, 621)]",900,900
pascal-5i/mvtec/JPEGImages/19.jpg,"[(381, 158, 408, 628)]",900,900
pascal-5i/mvtec/JPEGImages/20.jpg,"[(198, 526, 96, 111)]",900,900
pascal-5i/mvtec/JPEGImages/21.jpg,"[(238, 580, 53, 60), (189, 396, 26, 25), (182, 257, 137, 129)]",900,900
pascal-5i/mvtec/JPEGImages/22.jpg,"[(541, 193, 211, 288)]",900,900
pascal-5i/mvtec/JPEGImages/23.jpg,"[(140, 428, 592, 327)]",900,900
pascal-5i/mvtec/JPEGImages/24.jpg,"[(175, 503, 206, 221), (299, 174, 38, 66)]",900,900
pascal-5i/mvtec/JPEGImages/25.jpg,"[(217, 593, 184, 145)]",900,900
pascal-5i/mvtec/JPEGImages/26.jpg,"[(353, 150, 289, 120)]",900,900
pascal-5i/mvtec/JPEGImages/27.jpg,"[(646, 302, 109, 261)]",900,900
pascal-5i/mvtec/JPEGImages/28.jpg,"[(446, 556, 235, 181)]",900,900
pascal-5i/mvtec/JPEGImages/29.jpg,"[(226, 616, 239, 133)]",900,900
pascal-5i/mvtec/JPEGImages/30.jpg,"[(459, 163, 280, 383)]",900,900
pascal-5i/mvtec/JPEGImages/31.jpg,"[(656, 647, 25, 23), (156, 389, 110, 254)]",900,900
pascal-5i/mvtec/JPEGImages/32.jpg,"[(187, 508, 556, 251)]",900,900
pascal-5i/mvtec/JPEGImages/33.jpg,"[(454, 138, 298, 202)]",900,900
pascal-5i/mvtec/JPEGImages/34.jpg,"[(167, 411, 107, 218)]",900,900
pascal-5i/mvtec/JPEGImages/35.jpg,"[(520, 213, 181, 186)]",900,900
pascal-5i/mvtec/JPEGImages/36.jpg,"[(586, 209, 150, 215)]",900,900
pascal-5i/mvtec/JPEGImages/37.jpg,"[(140, 280, 129, 231)]",900,900
pascal-5i/mvtec/JPEGImages/38.jpg,"[(159, 363, 335, 376)]",900,900
pascal-5i/mvtec/JPEGImages/39.jpg,"[(171, 444, 173, 275)]",900,900
pascal-5i/mvtec/JPEGImages/40.jpg,"[(464, 450, 259, 286)]",900,900
pascal-5i/mvtec/JPEGImages/41.jpg,"[(626, 428, 113, 240)]",900,900
pascal-5i/mvtec/JPEGImages/42.jpg,"[(256, 275, 349, 304)]",900,900
pascal-5i/mvtec/JPEGImages/43.jpg,"[(354, 302, 290, 371)]",900,900
pascal-5i/mvtec/JPEGImages/44.jpg,"[(311, 495, 143, 140)]",900,900
pascal-5i/mvtec/JPEGImages/45.jpg,"[(580, 418, 158, 249)]",900,900
pascal-5i/mvtec/JPEGImages/46.jpg,"[(201, 510, 206, 212)]",900,900
pascal-5i/mvtec/JPEGImages/47.jpg,"[(263, 271, 386, 338)]",900,900
pascal-5i/mvtec/JPEGImages/48.jpg,"[(254, 266, 395, 399)]",900,900
pascal-5i/mvtec/JPEGImages/49.jpg,"[(507, 283, 297, 617)]",900,900
pascal-5i/mvtec/JPEGImages/50.jpg,"[(648, 335, 57, 81), (241, 251, 407, 404)]",900,900
pascal-5i/mvtec/JPEGImages/51.jpg,"[(255, 258, 382, 376)]",900,900
pascal-5i/mvtec/JPEGImages/52.jpg,"[(284, 289, 346, 345)]",900,900
pascal-5i/mvtec/JPEGImages/53.jpg,"[(258, 247, 390, 395)]",900,900
pascal-5i/mvtec/JPEGImages/54.jpg,"[(254, 268, 399, 394)]",900,900
pascal-5i/mvtec/JPEGImages/55.jpg,"[(0, 337, 419, 164)]",900,900
pascal-5i/mvtec/JPEGImages/56.jpg,"[(359, 523, 37, 377)]",900,900
pascal-5i/mvtec/JPEGImages/57.jpg,"[(305, 254, 346, 306)]",900,900
pascal-5i/mvtec/JPEGImages/58.jpg,"[(255, 260, 391, 401)]",900,900
pascal-5i/mvtec/JPEGImages/59.jpg,"[(66, 76, 567, 412)]",900,900
pascal-5i/mvtec/JPEGImages/60.jpg,"[(610, 301, 174, 185)]",900,900
pascal-5i/mvtec/JPEGImages/61.jpg,"[(531, 446, 208, 252)]",900,900
pascal-5i/mvtec/JPEGImages/62.jpg,"[(251, 273, 392, 390)]",900,900
pascal-5i/mvtec/JPEGImages/63.jpg,"[(0, 0, 0, 0)]",900,900
pascal-5i/mvtec/JPEGImages/64.jpg,"[(0, 0, 0, 0)]",900,900
pascal-5i/mvtec/JPEGImages/65.jpg,"[(0, 0, 0, 0)]",900,900
pascal-5i/mvtec/JPEGImages/66.jpg,"[(0, 0, 0, 0)]",900,900
pascal-5i/mvtec/JPEGImages/67.jpg,"[(0, 0, 0, 0)]",900,900
pascal-5i/mvtec/JPEGImages/68.jpg,"[(0, 0, 0, 0)]",900,900
pascal-5i/mvtec/JPEGImages/69.jpg,"[(0, 0, 0, 0)]",900,900
pascal-5i/mvtec/JPEGImages/70.jpg,"[(0, 0, 0, 0)]",900,900
pascal-5i/mvtec/JPEGImages/71.jpg,"[(0, 0, 0, 0)]",900,900
